date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:30:40	80812/80812	---M--	200	added ('OK')	image/png	etag:%2213bac-673ec38b-98131faafdbd7c24;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-shape1.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-shape1.png	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:41	14104/14104	---M--	200	added ('OK')	image/png	etag:%223718-673ec38b-35656c90e240133f;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-shape2.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-shape2.png	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:41	2565/2565	---M--	200	added ('OK')	image/png	etag:%22a05-673ec38b-2166b46b574e188b;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-logo.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-logo.png	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:41	43900/43900	---M-Z	200	added ('OK')	text/html	etag:%22ab7c-673ec38b-2030e2fc92eac19a;gz%22	https://html.storebuild.shop/tecza-prv/tecza/pricing.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/pricing.html	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:41	41737/41737	---M-Z	200	added ('OK')	text/html	etag:%22a309-673ec38b-4160845cfee1111a;gz%22	https://html.storebuild.shop/tecza-prv/tecza/service.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/service.html	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:41	40417/40417	---M-Z	200	added ('OK')	text/html	etag:%229de1-673ec38b-fbd8204f375d0272;gz%22	https://html.storebuild.shop/tecza-prv/tecza/portfolio.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/portfolio.html	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:42	2852/2852	---M--	200	added ('OK')	image/jpeg	etag:%22b24-673ec38b-2bc2b7d77bdbd74d;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery1.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery1.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:42	2147/2147	---M--	200	added ('OK')	image/jpeg	etag:%22863-673ec38b-ab471d75f62be13d;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery2.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery2.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:42	2284/2284	---M--	200	added ('OK')	image/jpeg	etag:%228ec-673ec38b-fe611f9231301d83;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery3.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery3.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:42	2595/2595	---M--	200	added ('OK')	image/jpeg	etag:%22a23-673ec38b-ae8eedcb44e5964;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery4.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery4.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:43	2680/2680	---M--	200	added ('OK')	image/jpeg	etag:%22a78-673ec38b-6a249b605a16a2bb;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery5.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery5.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:43	2267/2267	---M--	200	added ('OK')	image/jpeg	etag:%228db-673ec38b-cf725be3f4ebd245;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery6.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/footer/footer-gallery6.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:43	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-673ec38b-bf463bdfa5ae8c4f;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/vendor/jquery.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/vendor/jquery.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:43	8833/8833	---M-Z	200	added ('OK')	application/x-javascript	etag:%222281-673ec38b-4e4aa55a2e611f0;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/vendor/waypoints.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/vendor/waypoints.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:44	78080/78080	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213100-673ec38b-d517a14d8c7d0dc8;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/bootstrap-bundle.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/bootstrap-bundle.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:44	141251/141251	---M-Z	200	added ('OK')	application/x-javascript	etag:%22227c3-673ec38b-55797bde0bcfc88d;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/swiper-bundle.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/swiper-bundle.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:44	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-673ec38b-fa4a86d48d745e35;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/slick.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/slick.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:45	256188/256188	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e8bc-673ec38b-219b6f5768af60f6;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/range-slider.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/range-slider.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:45	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-673ec38b-a8bec9e1a30c9287;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/magnific-popup.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/magnific-popup.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:45	2942/2942	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7e-673ec38b-1793cfa5237fa0f0;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/nice-select.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/nice-select.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:45	5361/5361	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214f1-673ec38b-18d762dd4de57996;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/purecounter.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/purecounter.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:46	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-673ec38b-4beaab8c242c39df;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/wow.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/wow.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:46	35503/35503	---M-Z	200	added ('OK')	application/x-javascript	etag:%228aaf-673ec38b-d190ecc76261495a;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/isotope-pkgd.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/isotope-pkgd.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:46	5594/5594	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215da-673ec38b-a23f3f3553ce6d2d;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/imagesloaded-pkgd.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/imagesloaded-pkgd.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:46	1201/1201	---M-Z	200	added ('OK')	application/x-javascript	etag:%224b1-673ec38b-ab285e306b04f53a;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/ajax-form.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/ajax-form.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:47	7347/7347	---M-Z	200	added ('OK')	application/x-javascript	etag:%221cb3-673ec38b-f24b5ca57ab0dcfe;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/slider-active.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/slider-active.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:47	12694/12694	---M-Z	200	added ('OK')	application/x-javascript	etag:%223196-673ec38b-31afc94e44c39006;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/js/main.js	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/js/main.js	(from https://html.storebuild.shop/tecza-prv/tecza/index-one-page.html)
10:30:48	104740/104740	---M--	200	added ('OK')	font/woff2	etag:%2219924-673ec38b-a406cdffbc39b9f1;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-brands-400.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-brands-400.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:48	180684/180684	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222c1cc-673ec38b-fd1399e029f81597;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-brands-400.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-brands-400.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:48	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-duotone-900.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-duotone-900.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:48	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-duotone-900.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-duotone-900.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:49	392136/392136	---M--	200	added ('OK')	font/woff2	etag:%225fbc8-673ec38b-2d5c578be5c56ec4;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-light-300.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-light-300.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:49	999704/999704	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f4118-673ec38b-61b299bf5cc8f7f;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-light-300.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-light-300.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:50	357732/357732	---M--	200	added ('OK')	font/woff2	etag:%2257564-673ec38b-ad65d4dfa21e28ca;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-regular-400.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-regular-400.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:50	891584/891584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22d9ac0-673ec38b-84e02d78ed62da9c;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-regular-400.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-regular-400.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:51	303544/303544	---M--	200	added ('OK')	font/woff2	etag:%224a1b8-673ec38b-ede84c5dd175bad1;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-solid-900.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-solid-900.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:51	785900/785900	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22bfdec-673ec38b-931ea0f912fa6091;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-solid-900.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-solid-900.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:52	1100824/1100824	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2210cc18-673ec38b-dc3ff57ef40148c8;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-thin-100.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-thin-100.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:52	426420/426420	---M--	200	added ('OK')	font/woff2	etag:%22681b4-673ec38b-e7252ca2098a361c;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-thin-100.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-thin-100.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:53	4964/4964	---M--	200	added ('OK')	font/woff2	etag:%221364-673ec38b-3b7e649d74f23657;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-v4compatibility.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-v4compatibility.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:53	10556/10556	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22293c-673ec38b-923b726b16a2c816;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-v4compatibility.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/fa-v4compatibility.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/font-awesome-pro.css)
10:30:54	20196/20196	---M--	200	added ('OK')	application/font-woff	etag:%224ee4-673ec38b-637bcf514abd10ad;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.woff	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.woff	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/flaticon_tecza.css)
10:30:54	17044/17044	---M--	200	added ('OK')	font/woff2	etag:%224294-673ec38b-19875f03813eaff1;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.woff2	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.woff2	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/flaticon_tecza.css)
10:30:54	35120/35120	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228930-673ec38b-ddef7f795a8225f0;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.eot	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.eot	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/flaticon_tecza.css)
10:30:54	34928/34928	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228870-673ec38b-cf807d84648b2294;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.ttf	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.ttf	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/flaticon_tecza.css)
10:30:55	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/icon/cross-out.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/icon/cross-out.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:56	350079/350079	---M-Z	200	added ('OK')	image/svg+xml	etag:%225577f-673ec38b-b141f550251c7c08;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.svg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/fonts/flaticon_tecza.svg	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/flaticon_tecza.css)
10:30:56	173/173	---M--	200	added ('OK')	image/png	etag:%22ad-673ec38b-ec24aa6ff5c5295f;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/cross-out.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/cross-out.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:56	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_444444_256x240.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_444444_256x240.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:56	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_555555_256x240.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_555555_256x240.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:56	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_ffffff_256x240.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_ffffff_256x240.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:57	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_777620_256x240.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_777620_256x240.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:57	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_cc0000_256x240.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_cc0000_256x240.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:57	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-38a54ccda54449fb;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_777777_256x240.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/css/images/ui-icons_777777_256x240.png	(from https://html.storebuild.shop/tecza-prv/tecza/assets/css/main.css)
10:30:58	43307/43307	---M-Z	200	added ('OK')	text/html	etag:%22a92b-673ec38b-b16372c950c357cd;gz%22	https://html.storebuild.shop/tecza-prv/tecza/team.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/team.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:30:58	40368/40368	---M-Z	200	added ('OK')	text/html	etag:%229db0-673ec38b-8ec028abb884eef8;gz%22	https://html.storebuild.shop/tecza-prv/tecza/testimonials.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/testimonials.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:30:58	44983/44983	---M-Z	200	added ('OK')	text/html	etag:%22afb7-673ec38b-b547a31aed3f9c7e;gz%22	https://html.storebuild.shop/tecza-prv/tecza/portfolio-details.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/portfolio-details.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:30:59	42833/42833	---M-Z	200	added ('OK')	text/html	etag:%22a751-673ec38b-8b77aa6c21c86b4c;gz%22	https://html.storebuild.shop/tecza-prv/tecza/faq.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/faq.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:30:59	34443/34443	---M-Z	200	added ('OK')	text/html	etag:%22868b-673ec38b-8091a8a2d15dfb0b;gz%22	https://html.storebuild.shop/tecza-prv/tecza/error.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/error.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:30:59	40831/40831	---M-Z	200	added ('OK')	text/html	etag:%229f7f-673ec38b-cb3506ffa4c9a3b2;gz%22	https://html.storebuild.shop/tecza-prv/tecza/blog.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/blog.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:30:59	45282/45282	---M-Z	200	added ('OK')	text/html	etag:%22b0e2-673ec38b-5d478f366aab8cb1;gz%22	https://html.storebuild.shop/tecza-prv/tecza/blog-sideber.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/blog-sideber.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:31:00	117138/117138	---M-Z	200	added ('OK')	text/html	etag:%221c992-673ec38b-8dc6177d3374b2ac;gz%22	https://html.storebuild.shop/tecza-prv/tecza/shop.html	D:/techHive/html.storebuild.shop/tecza-prv/tecza/shop.html	(from https://html.storebuild.shop/tecza-prv/tecza/index.html)
10:31:00	115244/115244	---M--	200	added ('OK')	image/jpeg	etag:%221c22c-673ec38b-1fc5b89e823b13c0;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/breadcrumb/breadcrumb-bg.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/breadcrumb/breadcrumb-bg.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/contact.html)
10:31:00	1791/1791	---M--	200	added ('OK')	image/png	etag:%226ff-673ec38b-63d7b9145b38aa42;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/breadcrumb/breadcrumb-shape1.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/breadcrumb/breadcrumb-shape1.png	(from https://html.storebuild.shop/tecza-prv/tecza/contact.html)
10:31:01	11568/11568	---M--	200	added ('OK')	image/png	etag:%222d30-673ec38b-bf283ba52c863d40;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/breadcrumb/breadcrumb-shape2.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/breadcrumb/breadcrumb-shape2.png	(from https://html.storebuild.shop/tecza-prv/tecza/contact.html)
10:31:01	56996/56996	---M--	200	added ('OK')	image/jpeg	etag:%22dea4-673ec38b-e56a1cd13a559f76;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/contact/contact-us-img.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/contact/contact-us-img.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/contact.html)
10:31:02	596/596	---M-Z	200	added ('OK')	image/svg+xml	etag:%22254-673ec38b-f25ad788c29e78e;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/header/location.svg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/header/location.svg	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:02	531/531	---M-Z	200	added ('OK')	image/svg+xml	etag:%22213-673ec38b-ec07f46cd63269d4;gz%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/header/message.svg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/header/message.svg	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:02	4908/4908	---M--	200	added ('OK')	image/png	etag:%22132c-673ec38b-44a44ce4758d8205;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-shape-1.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-shape-1.png	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:03	3288/3288	---M--	200	added ('OK')	image/png	etag:%22cd8-673ec38b-f011ea6f010610c3;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-content-shape.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-content-shape.png	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:03	35181/35181	---M--	200	added ('OK')	image/png	etag:%22896d-673ec38b-8d9ad07dfc3f90c6;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-bg-shape.png	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/slider/shape/home-two/slider-2-bg-shape.png	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:04	796237/796237	---M--	200	added ('OK')	image/jpeg	etag:%22c264d-673ec38b-74e17cd2884e33a6;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/slider/slider-2-bg-2.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/slider/slider-2-bg-2.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:04	347657/347657	---M--	200	added ('OK')	image/jpeg	etag:%2254e09-673ec38b-f8c2565f600a3b6c;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/slider/slider-2-bg-1.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/slider/slider-2-bg-1.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:05	67661/67661	---M--	200	added ('OK')	image/jpeg	etag:%221084d-673ec38b-38e6b721e6e6007a;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/about/about-2-thum.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/about/about-2-thum.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
10:31:05	23990/23990	---M--	200	added ('OK')	image/jpeg	etag:%225db6-673ec38b-19d72c4a813c7776;;;%22	https://html.storebuild.shop/tecza-prv/tecza/assets/img/about/about-2-thum2.jpg	D:/techHive/html.storebuild.shop/tecza-prv/tecza/assets/img/about/about-2-thum2.jpg	(from https://html.storebuild.shop/tecza-prv/tecza/index-2.html)
